city,year,Date_Quarter,bedrooms_count,average_rate_per_night,latitude,longitude,counties,zipcodes
Fayetteville,2016,First,4,$225,30.017848023267103,-96.5572681395595,Austin County,
Plano,2015,First,4,$225,33.07799646202481,-96.7473383425173,Collin County,75025
College Station,2016,First,2,$450,30.473964801902,-96.2322710812414,Brazos County,77845
Austin,2013,Fourth,1,$119,30.291353092762105,-97.7599551350953,Travis County,78703
Austin,2015,Second,1,$32,30.4564234554671,-97.81472860701331,Williamson County,78750
Austin,2013,First,Studio,$90,30.2972194475993,-97.68261852677071,Travis County,78723
San Antonio,2015,Second,1,$30,29.538839682765,-98.7239612196458,Bexar County,78254
Carmine,2016,First,1,$138,30.1439334793204,-96.6815280785693,Fayette County,78932
Cedar Park,2015,Third,1,$70,30.5292139113544,-97.82456968660021,Williamson County,78613-2277
Plano,2016,Fourth,1,$29,33.053743346740305,-96.74686159265079,Collin County,75023
Baytown,2016,First,2,$99,29.779096949186396,-94.95985530873921,Harris County,77521
Irving,2016,Fourth,1,$70,32.9110226608425,-96.986538747038,Dallas County,75063
Devine,2013,Fourth,1,$10,29.184472871107698,-98.9568485169862,Medina County,
Canyon Lake,2016,Fourth,1,$90,29.9128244041458,-98.2633353713615,Comal County,78133
Garfield,2014,Third,Studio,$150,30.1803481332224,-97.55685246996451,Travis County,78617
Ingram,2017,First,5,$625,30.072153854571,-99.2747632846114,Kerr County,78025
San Antonio,2017,Second,4,$300,29.4596552327632,-98.66240068426409,Bexar County,78251
Plano,2015,Fourth,1,$75,33.0811918138247,-96.7649516059482,Collin County,75025
Buchanan Dam,2016,Third,3,$300,30.7388009769308,-98.43210037814279,Llano County,78609:78611
Allen,2017,Second,1,$38,33.0838837480947,-96.6214921870624,Collin County,75002
Dallas,2016,First,1,$89,32.892081221953696,-96.7741788391455,Dallas County,75230
Fredericksburg,2014,Third,1,$149,30.252875464513398,-98.9050201360591,Gillespie County,78624
McKinney,2017,Second,3,$107,33.1952115038848,-96.68156969657129,Collin County,75070
Austin,2017,Second,1,$36,30.293070490618,-97.7421857042073,Travis County,78705
Austin,2014,First,2,$50,30.490786983815603,-97.7967795321137,Williamson County,78717
Kerrville,2016,First,1,$125,30.0149294607479,-99.1190625346963,Kerr County,78028
Little Elm,2014,Second,1,$40,33.1743372484453,-96.8861101051771,Denton County,75068
Wimberley,2016,Fourth,1,$195,29.9749388653229,-98.1010174033635,Hays County,78676
Arlington,2015,First,1,$68,32.7783584919502,-97.06646479241729,Tarrant County,76006
Canyon,2017,Second,1,$63,35.0223531709956,-101.855963852571,Randall County,
Austin,2015,Third,1,$42,30.450233611455,-97.7491167342453,Williamson County,78729
Eustace,2015,First,1,$40,32.3375704097125,-96.0044444647768,Henderson County,75124
Irving,2016,Second,1,$39,32.9178662238562,-96.9506872112102,Dallas County,75063
Brenham,2015,Fourth,Studio,$200,30.2833336570946,-96.2749721389954,Washington County,77833
Canton,2015,Second,1,$240,32.5550386861824,-95.8540514539155,Van Zandt County,75103
Kerrville,2015,Fourth,3,$395,30.0531542160581,-99.16142362943171,Kerr County,78028
Canyon,2017,Second,4,$249,35.0232048987429,-101.858116075363,Randall County,
Austin,2016,Fourth,1,$66,30.2861468170891,-97.74505401766321,Travis County,78705-5609
San Antonio,2016,Fourth,3,$195,29.5214479887274,-98.7093172735129,Bexar County,78254
Pasadena,2016,Fourth,1,$40,29.64659661468,-95.18368117976841,Harris County,77504
Dallas,2016,Second,1,$56,32.819246372867106,-96.8355679460221,Dallas County,75235
College Station,2015,Second,2,$125,30.590889634523503,-96.3451091939256,Brazos County,77840
Austin,2017,Second,Studio,$33,30.2876399146006,-97.74840561479701,Travis County,78705-5609
Katy,2015,Second,1,$48,29.776144644562898,-95.79372979311991,Harris County,77494
Dallas,2013,First,1,$47,32.9321269252313,-96.76710643944081,Dallas County,75240
Houston,2015,Third,2,$650,29.7478158974642,-95.31995878272551,Harris County,77011
Fairview,2017,Second,1,$85,33.1339667058925,-96.6486230806143,Collin County,
Arlington,2013,First,2,$50,32.6093058928961,-97.099897144237,Tarrant County,76002
Dallas,2016,First,1,$85,32.8530167239522,-96.84042958777451,Dallas County,75209
Fort Worth,2015,Fourth,3,$350,32.7527645691166,-97.3730624651401,Tarrant County,76107
Houston,2017,First,1,$500,29.9313906934439,-95.2026148840781,Harris County,77044
Dallas,2016,Second,1,$48,32.8221788815064,-96.8220094620598,Dallas County,75235
Grand Prairie,2015,Fourth,3,$250,32.6873848143221,-97.05080826535179,Tarrant County,75052
Austin,2014,Third,1,$100,30.285237410876302,-97.7719174395138,Travis County,78703
Dallas,2013,Fourth,1,$95,32.811662945171,-96.7550772464156,Dallas County,75214:75243
San Antonio,2015,Second,1,$50,29.431431923737197,-98.66399366945231,Bexar County,78245
Fredericksburg,2017,First,2,$259,30.278994593984198,-98.8733909754198,Gillespie County,78624
Arlington,2017,Second,1,$40,32.753818159675305,-97.14444377956909,Tarrant County,76012
Carrollton,2013,First,1,$45,32.952652016236,-96.8552572372574,Dallas County,75001
Fredericksburg,2014,Third,1,$215,30.283156070423104,-98.88065463256409,Gillespie County,78624
New Braunfels,2016,Second,2,$335,29.722939484837603,-98.1892387623493,Comal County,78132
New Braunfels,2016,Second,2,$290,29.7059401092277,-98.11959910493358,Comal County,78130
Mico,2016,Second,3,$325,29.5557294832337,-98.9606526233907,Medina County,78056
Richmond,2016,Fourth,1,$400,29.6783963176747,-95.7131305966819,Fort Bend County,77407
Cedar Park,2015,Second,1,$40,30.478075979869104,-97.8217076273983,Williamson County,78713
Katy,2016,Third,3,$1000,29.7027903793578,-95.76721876670281,Fort Bend County,4911
Carrollton,2016,Fourth,2,$135,33.0242997673282,-96.9296965516558,Denton County,75010
San Antonio,2016,Second,2,$45,29.5635909302905,-98.4026852936537,Bexar County,78217
Kerrville,2016,Second,1,$99,30.192807283061498,-99.2091723007084,Gillespie County,
Duncanville,2015,First,4,$255,32.670508447659394,-96.91261535569521,Dallas County,75116
Arlington,2016,Second,3,$150,32.634104442478396,-97.1072567102743,Tarrant County,76002
New Braunfels,2015,Fourth,2,$322,29.704509436259,-98.1175910521057,Comal County,78130
Bastrop,2016,Second,2,$119,30.122490945006398,-97.33766582552781,Bastrop County,78602
Frisco,2016,Fourth,3,$300,33.1491505811398,-96.8680300686454,Denton County,75034
Austin,2013,Fourth,3,$900,30.168573534310497,-97.6125990774629,Travis County,78617
Carrollton,2017,First,1,$100,33.025867554611395,-96.917364179728,Denton County,75010
Castroville,2013,Second,1,$65,29.3606931437082,-98.8823470107,Medina County,78009
Irving,2015,Third,1,$59,32.871495852414,-96.94812376770442,Dallas County,75038
Ingram,2014,Fourth,1,$125,30.0696772670082,-99.29271813433441,Kerr County,78024
Bryan,2016,Third,Studio,$150,30.652007011375602,-96.37046445592459,Brazos County,77801
Irving,2016,Second,1,$45,32.8119641382233,-96.96639605549672,Dallas County,75060
Burton,2015,Third,3,$200,30.0854058596264,-96.622706041439,Washington County,
Pilot Point,2017,Second,2,$30,33.3309041819589,-96.9029113861196,Denton County,76258
Austin,2016,Second,1,$50,30.190655211455002,-97.8169648719203,Travis County,78748
Plano,2013,Fourth,1,$80,33.0934784639147,-96.79849544452459,Collin County,75024
Bryan,2017,Second,1,$109,30.671821173378202,-96.37308764895691,Brazos County,77803
Austin,2016,Fourth,1,$40,30.2023720809586,-97.85871281857278,Travis County,78749
Houston,2016,Fourth,2,$95,29.697725487912802,-95.41817661195,Harris County,77025-9998
Eustace,2016,Second,2,$100,32.3756661586947,-95.8801242080711,Van Zandt County,
South Padre Island,2015,Third,2,$199,26.099915367065602,-97.16399710651541,Cameron County,78597
Grand Prairie,2015,Third,2,$105,32.6907896323222,-97.03744609438542,Tarrant County,75052
Fredericksburg,2015,Second,1,$129,30.2639791154792,-98.87440432399201,Gillespie County,78624
Houston,2016,First,1,$65,29.6950810708123,-95.4125515607768,Harris County,77054
Canyon,2015,First,3,$380,34.9692082817608,-101.711150333935,Randall County,79015
McKinney,2013,Third,Studio,$85,33.1602351334201,-96.6007785081794,Collin County,75069
San Antonio,2014,Third,1,$65,29.494576670247397,-98.44106367426892,Bexar County,78209
College Station,2016,First,2,$199,30.6125328309898,-96.32532169491958,Brazos County,77840
Horseshoe Bay,2016,First,3,$599,30.550051352452,-98.3557641691868,Llano County,78654
Marble Falls,2016,Second,3,$130,30.577296041539803,-98.2688039391028,Burnet County,78654
Spicewood,2015,Third,3,$1122,30.4084059768504,-97.9917568444223,Travis County,78669
Harker Heights,2014,Second,1,$45,31.0638943904493,-97.6341385686771,Bell County,76548
Marble Falls,2016,Fourth,1,$167,30.5519547342168,-98.28466281751369,Burnet County,78654
Austin,2016,Fourth,3,$225,30.424940828226102,-97.9482107440458,Travis County,78734
Port Isabel,2017,First,1,$135,26.064902396692,-97.2001818215075,Cameron County,78578
Cedar Park,2016,Fourth,3,$199,30.504160663628202,-97.83709456535941,Williamson County,78613
Irving,2017,First,1,$68,32.8953141115612,-96.9542387580212,Dallas County,75039
Fort Worth,2014,First,2,$120,32.7201365515346,-97.4451452330005,Tarrant County,76116
South Padre Island,2017,First,2,$220,26.0862519535604,-97.1625965824491,Cameron County,78597
Austin,2013,First,1,$200,30.266087554781798,-97.74175163314501,Travis County,78701
Bryan,2013,Third,4,$165,30.6367008577738,-96.3516330759268,Brazos County,77801
Port Isabel,2015,Fourth,1,$80,26.064236483131598,-97.2061083814182,Cameron County,78578
Fort Worth,2017,Second,1,$89,32.7273392094332,-97.30127617951479,Tarrant County,76104
College Station,2016,Second,2,$37,30.5831951220437,-96.3071823705743,Brazos County,77845
Center Point,2015,Second,1,$125,29.9234788171344,-99.0430150148279,Kerr County,78010
Buchanan Dam,2015,Third,10,$2500,30.779039915464804,-98.46434470336911,Llano County,78609
Fort Worth,2017,Second,4,$295,32.7428166042207,-97.2529408468297,Tarrant County,76112
Llano,2016,Fourth,1,$130,30.7500972340405,-98.67014225553909,Llano County,78643
Dallas,2016,Third,2,$95,32.9090139664783,-96.7678006374695,Dallas County,75251
Round Top,2017,Second,1,$175,30.0199721985528,-96.75545582270529,Fayette County,78954
College Station,2017,Second,4,$139,30.5723492374663,-96.317122570574,Brazos County,77845-5357
Killeen,2017,Second,3,$70,31.095693196623,-97.7035106855023,Bell County,76543
Austin,2016,Fourth,1,$89,30.2926571512222,-97.7221623287053,Travis County,78705
Dallas,2017,Second,1,$60,32.8815814291605,-96.7339162978088,Dallas County,75231
Comfort,2014,Fourth,1,$79,29.966455298067604,-98.9147295622246,Kendall County,78013
Plano,2015,Second,1,$50,33.0790490470464,-96.6989445838383,Collin County,75025
College Station,2016,First,1,$20,30.624796759629398,-96.3113666996184,Brazos County,77843
Canton,2016,Third,5,$735,32.4732512590937,-95.905349507756,Van Zandt County,75103
Marble Falls,2017,First,1,$175,30.5649600915939,-98.3447285050597,Burnet County,78657
Webberville,2016,First,1,$125,30.2527473463344,-97.5475416908955,Travis County,78653
Fort Worth,2015,Third,2,$79,32.711144580918194,-97.349265857201,Tarrant County,76115
Dallas,2016,First,3,$135,32.8261090539593,-96.76519200367741,Dallas County,75206
South Padre Island,2017,Second,3,$475,26.1098415354793,-97.16929597909571,Cameron County,78597
Burnet,2017,First,2,$200,30.855456546034198,-98.3924786129156,Burnet County,78611
Austin,2015,First,3,$150,30.469884987306102,-97.7784842321576,Williamson County,78729
Malakoff,2016,Third,2,$140,32.2496869940332,-96.0018148262588,Henderson County,75124
Lago Vista,2013,Third,2,$181,30.3862194545627,-97.9888494460825,Travis County,78645
Irving,2015,Fourth,1,$36,32.8207516929386,-96.96986617312821,Dallas County,75061
Dallas,2013,Fourth,Studio,$81,32.815318011703894,-96.7685858707078,Dallas County,75204:75206
Buda,2016,Third,1,$27,30.123334464453396,-97.8617623181277,Hays County,78610
Austin,2016,Second,2,$62,30.3068921600555,-97.72213786491301,Travis County,78751
San Antonio,2016,Second,Studio,$60,29.4563132043249,-98.522559419509,Bexar County,78201
Comfort,2016,Third,2,$99,29.8860672454001,-98.9117514562529,Kendall County,78013
Frisco,2017,First,1,$45,33.1271792331749,-96.7636353814345,Collin County,75035
Lago Vista,2015,Second,1,$145,30.438872175878895,-98.02094198748391,Travis County,78645
Belton,2015,Fourth,1,$250,31.0581834259505,-97.4638963870319,Bell County,76513
College Station,2016,First,2,$450,30.473964801902,-96.2322710812414,Brazos County,77845
Devine,2013,Fourth,1,$18,29.182791880033303,-98.9598536087726,Medina County,78016
New Ulm,2016,Second,3,$160,29.876502954490004,-96.43449533298141,Austin County,
Frisco,2015,Third,2,$200,33.1226677623322,-96.79109392767391,Collin County,75035
Bandera,2014,Fourth,1,$65,29.7223985010536,-99.0696404755941,Bandera County,78003
South Padre Island,2014,Second,4,$310,26.106701295445102,-97.16681787897959,Cameron County,78597
Austin,2014,First,1,$47,30.3813728091394,-97.8936554730092,Travis County,78732
Llano,2016,Fourth,1,$130,30.7500972340405,-98.67014225553909,Llano County,78643
Bandera,2014,Second,3,$500,29.714517230082198,-99.1170601246007,Bandera County,78003
Killeen,2015,Third,1,$49,31.0761840321234,-97.72048556992729,Bell County,76542
Dallas,2016,Second,1,$179,32.7826691757887,-96.7983873869442,Dallas County,75201
Spicewood,2017,First,2,$220,30.4821623614248,-98.11765222912359,Burnet County,78669
Terlingua,2016,Fourth,2,$89,29.319796513109196,-103.6140738144,Brewster County,
Lakeway,2016,First,2,$243,30.370533695941702,-97.9887337769504,Travis County,78734
Houston,2017,Second,1,$65,29.7342291448911,-95.50257271456421,Harris County,77063
Frisco,2013,Second,1,$90,33.179591173038396,-96.743021621702,Collin County,75035
Fort Worth,2015,Second,1,$116,32.7272517691982,-97.34181327688991,Tarrant County,76104
Bryan,2016,Third,3,$500,30.6365036394402,-96.34595408036921,Brazos County,77840
Horseshoe Bay,2013,Third,5,$650,30.557356316540798,-98.38556658808442,Llano County,78657
Allen,2015,First,1,$39,33.121903086747196,-96.7058650774152,Collin County,75013
Lago Vista,2013,First,2,$399,30.427073066543002,-97.96318924211559,Travis County,78645
South Padre Island,2014,Fourth,3,$199,26.1014864438762,-97.1662050227818,Cameron County,78597
College Station,2015,Third,1,$250,30.6186000251972,-96.2841212730296,Brazos County,77845
Horseshoe Bay,2014,First,3,$275,30.545202178784,-98.3679279572432,Llano County,78657
Frisco,2015,Third,3,$300,33.1141090134536,-96.79303328927,Collin County,75035
Buda,2015,Second,1,$60,30.096855607723498,-97.86690615381859,Hays County,78610
Kingsland,2015,Fourth,4,$495,30.654009868994603,-98.48791855591749,Llano County,78639
San Antonio,2013,Second,Studio,$50,29.454604500016398,-98.5204872567169,Bexar County,78201
San Antonio,2016,First,1,$75,29.5962397091879,-98.628365901446,Bexar County,78256
Grand Prairie,2016,Third,1,$35,32.7601148866777,-97.0192421105188,Dallas County,75050
Wimberley,2016,Fourth,Studio,$170,30.035973135907803,-98.09864479268141,Hays County,78676
Kingsland,2016,First,1,$115,30.6836406443716,-98.40457322813292,Llano County,78639
Bolivar Peninsula,2017,First,5,$950,29.4717779369197,-94.5907284598118,Galveston County,77650
Fort Worth,2017,Second,1,$30,32.6119663821222,-97.3787118103151,Tarrant County,76123
Jonestown,2014,Second,3,$350,30.4535905658237,-97.93532670357621,Travis County,78645
Austin,2016,Third,1,$49,30.205174800852298,-97.8287686403564,Travis County,78745
Wimberley,2015,Second,4,$595,30.010002558236604,-98.05980318729169,Hays County,78676
Carmine,2016,Second,1,$150,30.118348864027,-96.6286230907444,Washington County,77835
Lakeway,2016,First,2,$243,30.372730083356,-97.98775582537209,Travis County,78734
Marble Falls,2014,First,3,$399,30.575237159710998,-98.2772185553497,Burnet County,78654
Austin,2017,First,1,$179,30.4302462100647,-97.9432351619309,Travis County,78734
Horseshoe Bay,2013,Fourth,1,$179,30.552782178106604,-98.2863531420431,Burnet County,76654
Houston,2014,Second,1,$86,29.695007510437303,-95.41177983617621,Harris County,77054
Fort Worth,2016,Second,2,$80,32.7354997555018,-97.3810514385939,Tarrant County,76107
Austin,2013,Third,Studio,$100,30.279773818780605,-97.7137684658033,Travis County,78702
College Station,2016,Third,1,$115,30.618010197140304,-96.3402691177651,Brazos County,77843
Dallas,2013,Third,2,$77,32.7693119215147,-96.7896987245079,Dallas County,75215
Junction,2016,Second,3,$68,30.537034807083998,-99.62050397400259,Kimble County,
Leander,2016,Third,4,$229,30.5696630497829,-97.8324453144113,Williamson County,78641
Columbus,2015,Second,1,$55,29.7540058686981,-96.5254209756436,Colorado County,78934
Fort Worth,2015,Third,1,$60,32.7809048901865,-97.31856209408329,Tarrant County,76111
Del Valle,2014,Fourth,4,$375,30.097447798299605,-97.6003572310033,Bastrop County,78617
DeSoto,2016,Second,3,$69,32.5859223455691,-96.8742296094515,Dallas County,75115
Llano,2016,Fourth,3,$455,30.748256513104,-98.66963863518811,Llano County,78643
Leander,2016,Second,5,$199,30.581693499903498,-97.86291569516871,Williamson County,78641
Austin,2014,First,1,$73,30.2814338808662,-97.7514226729711,Travis County,78703
McKinney,2017,First,4,$50,33.1885702600159,-96.6702221865227,Collin County,75072
Azle,2016,Fourth,3,$100,32.988822821240696,-97.51471997374529,Tarrant County,76020
Frisco,2013,Third,2,$130,33.1518262860794,-96.78078814403369,Collin County,75035
Irving,2016,Fourth,1,$20,32.8763948556349,-96.96584234832079,Dallas County,75038
South Padre Island,2014,Fourth,2,$125,26.1010899847292,-97.16536272260721,Cameron County,78597
San Antonio,2016,Second,1,$50,29.3514469685235,-98.63548155011291,Bexar County,78242
South Padre Island,2016,Second,1,$100,26.079782858380998,-97.1616651524292,Cameron County,78597
Dallas,2017,First,1,$41,33.0102470137002,-96.8236587121612,Collin County,75287
Grand Prairie,2013,Fourth,2,$76,32.6739036283499,-97.01185806889092,Dallas County,75053
Fort Worth,2014,Fourth,1,$85,32.7049002774636,-97.3328102788274,Tarrant County,76110
Buda,2015,Fourth,4,$108,30.0376051547637,-97.8135737156066,Hays County,78610
Fort Worth,2016,First,2,$185,32.7232024355558,-97.33936688100991,Tarrant County,76110
San Antonio,2017,First,2,$100,29.6045168692556,-98.5067942253479,Bexar County,78248
Kingsland,2016,First,1,$115,30.6836406443716,-98.40457322813292,Llano County,78639
Fredericksburg,2015,Second,1,$89,30.266270415124804,-98.87842910711299,Gillespie County,78624
Terlingua,2015,First,1,$159,29.329766963474103,-103.60646062346399,Brewster County,
Dallas,2016,Second,1,$179,32.7826691757887,-96.7983873869442,Dallas County,75201
Fort Worth,2016,Fourth,1,$52,32.8671944608277,-97.2800254614407,Tarrant County,76137
Austin,2016,Third,1,$27,30.206442659193396,-97.8530876967197,Travis County,78749
San Antonio,2015,Third,1,$65,29.451487103399803,-98.5040575117161,Bexar County,78212
Arlington,2016,Third,5,$500,32.7763615099929,-97.09188646007179,Tarrant County,76006
Bryan,2016,Third,1,$90,30.6547785807414,-96.35262748087669,Brazos County,77802
Fort Worth,2014,Fourth,1,$85,32.7049002774636,-97.3328102788274,Tarrant County,76110
Cedar Hill,2014,Fourth,5,$1575,32.5995403436032,-96.9832496867553,Dallas County,75104
Columbus,2016,First,1,$100,29.733784860516,-96.540062845872,Colorado County,78934
McKinney,2017,Second,1,$50,33.1639010373599,-96.7109954018572,Collin County,75072
Carrollton,2016,Third,1,$33,33.0310426623576,-96.93963428562479,Denton County,75010
Dallas,2017,First,1,$56,32.981217580762895,-96.80167272684669,Dallas County,75248
South Padre Island,2015,Third,2,$189,26.0981471146049,-97.16258815178351,Cameron County,78597
South Padre Island,2017,Second,1,$134,26.083370396450402,-97.16058240441609,Cameron County,78597
New Ulm,2016,First,1,$138,29.8712689111502,-96.51107079734741,Colorado County,
Buda,2015,Fourth,1,$22,30.109718532198,-97.87638151367891,Hays County,78610
Lago Vista,2015,First,1,$175,30.440857622188002,-98.0211944977537,Travis County,78645
Dripping Springs,2016,Third,2,$169,30.2457461504946,-98.0480655697848,Hays County,78620
Fort Worth,2017,Second,1,$30,32.6812905477205,-97.3622554485762,Tarrant County,76133
College Station,2016,First,1,$50,30.5960709091307,-96.324427117143,Brazos County,77840
Horseshoe Bay,2014,First,2,$220,30.5521771799182,-98.2848361627225,Burnet County,78654
Houston,2017,First,1,$25,29.7259195295622,-95.4554664485809,Harris County,77063
Horseshoe Bay,2015,Second,2,$165,30.545063159641103,-98.3616881380244,Llano County,78657
Spicewood,2016,First,3,$350,30.4837983099478,-98.1276714533515,Burnet County,78669
Fredericksburg,2016,Third,1,$338,30.2726828016922,-98.8713534287913,Gillespie County,78624
Fort Worth,2013,Fourth,1,$59,32.7377982145645,-97.3710613762076,Tarrant County,76107
South Padre Island,2016,First,2,$450,26.082913580355896,-97.1603217784208,Cameron County,78597
Frisco,2014,Third,3,$52,33.172492414939,-96.8624034038591,Denton County,75033
Burnet,2016,Third,3,$375,30.853781150510603,-98.39166945142411,Burnet County,78611
Austin,2014,Fourth,1,$49,30.1963681724382,-97.82610654349001,Travis County,78748
San Antonio,2015,Second,Studio,$68,29.553985434992104,-98.4626530841305,Bexar County,78247
Fair Oaks Ranch,2016,First,2,$88,29.746184899238898,-98.63067970342291,Comal County,78015
Terlingua,2015,Third,1,$139,29.3381644088839,-103.534507130226,Brewster County,
Kyle,2013,Third,1,$125,30.0208726240064,-97.8983251986139,Hays County,78640
Dallas,2016,First,1,$89,32.8052430640303,-96.7604401450568,Dallas County,75214
Canyon,2017,First,1,$159,34.9864419450817,-101.72308943895,Randall County,79015
Burnet,2016,Third,1,$89,30.790890400795497,-98.2442672370823,Burnet County,78611
Bandera,2014,Fourth,1,$68,29.7242473271872,-99.0711334843322,Bandera County,78003
South Padre Island,2015,First,2,$159,26.0817174655075,-97.1626022427112,Cameron County,78597
College Station,2016,Third,3,$600,30.627381195928802,-96.3086136854562,Brazos County,77840
Austin,2013,Second,1,$75,30.346145426605396,-97.7360628422255,Travis County,78757
Canyon Lake,2016,Fourth,4,$1009,29.8931203257829,-98.27530629322159,Comal County,78133
Mabank,2017,Second,4,$775,32.3037811407649,-96.1078317953328,Henderson County,75156
Fort Worth,2016,Third,4,$1000,32.7151035621266,-97.3344541890537,Tarrant County,76110
Buda,2016,First,3,$1000,30.087118852828603,-97.86567588583121,Hays County,78601
Harlingen,2015,Second,1,$35,26.2114583292453,-97.68316530518551,Cameron County,78550
Kyle,2015,Fourth,1,$30,29.9955939119213,-97.8590118909595,Hays County,78640
Fort Worth,2013,First,3,$200,32.7496003149936,-97.3598550216852,Tarrant County,76107
Plano,2017,Second,1,$40,33.0683056925894,-96.8427774934552,Denton County,75024
Kyle,2016,Second,2,$525,29.9676454645465,-97.8436242066864,Hays County,78640
Boerne,2016,First,3,$165,29.802545628424603,-98.73702014054341,Kendall County,78006
Lago Vista,2017,First,1,$194,30.4406124593716,-98.0206832420705,Travis County,78645
Austin,2017,Second,Studio,$128,30.332144120504104,-97.9266816182868,Travis County,78732
Austin,2013,Third,1,$43,30.3601453629638,-97.72666561574292,Travis County,78757
Bryan,2016,Second,3,$200,30.6459393780759,-96.3415839973287,Brazos County,77802
Lakeway,2015,Third,3,$525,30.371143582051396,-97.9918581424399,Travis County,78734
Canyon Lake,2017,Second,1,$126,29.8999830039185,-98.21463528049459,Comal County,78133
Wimberley,2015,First,1,$150,30.0014378327582,-98.07226137828991,Hays County,78676
Bryan,2015,Third,4,$1100,30.676332186633,-96.37783801711392,Brazos County,77803
Laguna Vista,2017,Second,3,$190,26.109613204141898,-97.3138850228474,Cameron County,78578
Rockdale,2016,Fourth,1,$60,30.653417432216898,-97.0066030900324,Milam County,76567
Cedar Creek,2015,Third,2,$120,30.150070865855398,-97.47120546221541,Bastrop County,78612
Austin,2015,Third,Studio,$60,30.412266176394898,-97.7157053584864,Travis County,78759-3504
Los Fresnos,2016,First,3,$74,26.0788182449701,-97.4923370025885,Cameron County,78566
Fort Worth,2015,First,1,$78,32.7374675375993,-97.37802145227259,Tarrant County,76107
Austin,2016,Third,3,$250,30.1749059925337,-97.79945858423149,Travis County,78748
Comfort,2015,Third,2,$150,29.9704482814783,-98.8974074042505,Kendall County,78013
Lago Vista,2016,First,3,$795,30.4401898583803,-98.01957886629009,Travis County,78645
San Antonio,2015,First,3,$125,29.4358908052228,-98.6621360187995,Bexar County,78245
South Padre Island,2015,Fourth,1,$176,26.080996410062397,-97.16183676233601,Cameron County,78597
Spicewood,2014,Second,3,$200,30.436845431040002,-98.06887268977819,Travis County,78669
San Antonio,2016,Third,3,$98,29.3957748508919,-98.71106861278672,Bexar County,78245
South Padre Island,2015,First,2,$155,26.106805495548702,-97.1682368658802,Cameron County,78597
Fort Worth,2016,Second,3,$100,32.7411086544841,-97.1856536774603,Tarrant County,76112
Llano,2016,Third,Studio,$125,30.7482527446867,-98.67465205391599,Llano County,78643
Austin,2015,Third,2,$90,30.4402479848822,-97.7437759172027,Travis County,78727
San Antonio,2016,Fourth,3,$49,29.466541463309802,-98.5634703831155,Bexar County,78228
Canyon Lake,2016,First,4,$385,29.8528070951757,-98.2139264205476,Comal County,78133
Spicewood,2016,Fourth,1,$85,30.387709501143497,-98.09081262452308,Travis County,78669
Bryan,2017,Second,2,$129,30.6725900996204,-96.3749134922909,Brazos County,77803
New Ulm,2014,First,3,$145,29.887248879762502,-96.48834797035241,Austin County,77418
Center Point,2016,First,3,$1000,29.945473372883395,-99.0376211728239,Kerr County,78010
Sealy,2016,Second,1,$75,29.7085223829199,-96.2242626498304,Austin County,77474
Kerrville,2016,Second,4,$450,29.9883336415436,-99.2352567158365,Kerr County,
Ingram,2014,Fourth,Studio,$125,30.0689958992607,-99.291510900389,Kerr County,78025
Austin,2017,Second,1,$81,30.286157018329302,-97.74752847663271,Travis County,78705
Austin,2014,Fourth,1,$50,30.1862675622385,-97.8302854378209,Travis County,78748
Round Top,2015,Third,1,$120,30.022672002776105,-96.5969806052952,Austin County,78940
Horseshoe Bay,2015,Third,3,$315,30.553874577001,-98.38123366946371,Llano County,78657
San Antonio,2016,Fourth,4,$178,29.433650746052603,-98.6672971066139,Bexar County,78245
Boerne,2013,First,1,$118,29.7947298050494,-98.7316798914205,Kendall County,78006
Austin,2014,Fourth,1,$114,30.377019104779603,-97.95034108281679,Travis County,78734
Austin,2013,First,1,$109,30.3006690544523,-97.73643106031771,Travis County,78705
San Antonio,2016,First,3,$150,29.396651290521103,-98.68535611348699,Bexar County,78245
Salado,2017,Second,1,$140,30.941253280862004,-97.53180340485659,Bell County,76571
Lakeway,2017,First,3,$595,30.3868685093196,-97.9545204242453,Travis County,78734
Bryan,2015,Third,4,$515,30.654039871712303,-96.32666743995291,Brazos County,77802
Bryan,2015,Third,3,$385,30.674770481309995,-96.33089648949871,Brazos County,77802
Cedar Park,2015,Third,1,$95,30.529432371771303,-97.82453381055099,Williamson County,78613
Blanco,2016,First,2,$80,30.107116146097397,-98.41927370546509,Blanco County,78606
Fort Worth,2015,Second,Studio,$65,32.7616445472665,-97.3286811493656,Tarrant County,76102
Terlingua,2015,First,Studio,$50,29.321168302487802,-103.61144765556801,Brewster County,79852
Lago Vista,2016,Second,2,$210,30.441273580651004,-98.02102611952209,Travis County,78645
McKinney,2016,First,1,$30,33.1861370199828,-96.7469047978958,Collin County,75072
Pipe Creek,2014,Second,1,$250,29.763689026217104,-98.93774983577481,Bandera County,78063
San Antonio,2017,First,1,$35,29.399204531606102,-98.6615778317436,Bexar County,78227
Austin,2016,Third,1,$95,30.3872748371861,-97.74653227915131,Travis County,78759
Travis County,2016,Fourth,1,$75,30.1180127807577,-97.6267835397857,Travis County,78617
Canyon Lake,2016,Fourth,3,$445,29.9038344698062,-98.2158264883889,Comal County,78133
College Station,2016,Third,3,$600,30.627381195928802,-96.3086136854562,Brazos County,77840
Irving,2016,Third,1,$50,32.8620004367745,-96.97949791783329,Dallas County,75038
